Survey_ID,Lat,Long,Zip,City,County,Status,elevation,dist_to_spill,Q37_EDU,Q40_INCOME,Q1_Overall,Q2_a,Q2_b,Q2_c,Q2_d,Q2_e,Q2_f,Q2_g,Q2_h,Q2_i,Q2_j,Q2_k,Q3,Q4,Q10_a,Q10_b,Q10_c,Q10_d,Q10_e,Q11_a,Q11_b,Q11_c,Q11_d,Q11_e,Q11_f,Q11_g,Q11_h,Q11_i,Q11_j,Q11_k,Q12_a,Q12_b,Q12_c,Q12_d,Q12_e,Q13_a,Q13_b,Q13_c,Q13_d,Q13_e,Q13_f,Q13_g,Q14_a,Q14_b,Q14_c,Q14_d,Q14_e,Q14_f,Q14_g,Q14_h,Q14_i,Q15_a,Q15_b,Q15_c,Q16_a,Q16_b,Q16_c,Q16_d,Q16_e,Q16_f,Q16_g,Q16_h,Q16_i,Q16_j,Q16_k,Q16_l,Q16_m,Q16_n,Q16_o,Q16_p,Q17_a,Q17_b,Q17_c,Q17_d,Q17_e,Q17_f,Q17_g,Q17_h,Q17_i,Q17_j,Q17_k,Q19_a,Q19_b,Q19_c,Q19_d,Q19_e,Q19_f,Q19_g,Q19_h,Q19_i,Q20_a,Q20_b,Q20_c,Q20_d,Q20_e,Q21,Q22_a,Q22_b,Q22_c,Q22_d,Q22_e,Q22_f,Q23,Q24,Q25,Q26_a,Q26_b,Q26_c,Q26_d,Q26_e,Q26_f,Q26_g,Q26_h
50,37.59701000000,-81.63796000000,24818,Brenton,Wyoming,Distressed,368,85696.5,6,1,3,3,3,2,3,3,2,4,3,3,4,4,3,3,1,4,2,4,4,3,4,3,3,4,3,3,3,3,4,3,3,3,3,3,4,4,3,2,4,4,4,2,4,3,3,3,2,4,3,3,3,2,2,2,4,4,4,2,2,4,2,4,4,4,4,3,3,3,4,4,3,2,2,2,2,1,3,4,,,0,3,3,3,3,3,3,4,4,4,3,2,4,3,3,3,4,3,3,3,2,3,4,4,4,5,5,4,5,5,4,4,5
51,37.36371400000,-81.54522400000,24836,Gary,McDowell,Distressed,561,111668.8,5,5,1,4,1,1,5,4,1,1,1,4,1,5,4,1,1,1,1,5,3,1,5,1,1,5,1,5,5,1,1,3,1,3,5,1,3,3,3,1,1,4,5,3,5,5,3,5,3,5,2,3,3,1,1,1,4,5,3,1,5,5,1,3,5,1,4,4,5,1,5,5,1,1,1,3,1,1,1,1,1,1,4,2,5,1,5,4,2,5,4,5,3,2,2,2,1,2,2,3,2,2,1,1,4,4,4,3,3,4,4,2,3,5,5
52,37.74490356450,-82.14050292970,24839,Hanover,Wyoming,Distressed,398,83579.3,6,3,3,3,4,3,2,2,3,4,3,3,3,4,5,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,0,0,0,3,3,4,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,,,0,3,3,3,4,3,3,4,4,3,3,3,4,2,3,2,3,3,3,3,3,3,2,3,2,3,3,3,2,3,5,3,3
53,37.46150000000,-81.81846600000,24844,Iaeger,McDowell,Distressed,312,102389.5,4,3,1,5,5,1,0,1,1,1,5,3,3,3,3,2,1,3,1,5,5,0,5,4,4,5,3,0,5,1,1,1,1,3,1,1,2,3,5,1,1,3,5,3,5,4,4,0,1,1,1,5,1,2,2,2,0,5,5,1,1,5,2,3,3,1,4,2,5,0,5,4,0,1,2,2,2,2,2,2,2,2,2,2,4,2,3,3,2,2,2,3,3,2,1,3,3,1,5,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0
54,37.46154900000,-81.81849300000,24844,Iaeger,McDowell,Distressed,321,102384.5,3,2,1,5,1,1,3,5,1,1,3,4,3,1,2,2,1,1,1,5,4,1,5,2,1,3,2,3,4,1,1,1,5,5,5,3,5,4,3,3,3,5,3,3,5,3,3,3,3,5,3,3,4,2,2,2,4,5,5,1,1,4,4,3,4,2,5,3,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,3,3,3,3,3,3,5,3,3,3,4,4,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4
55,37.46489000000,-81.81265000000,24844,Iaeger,McDowell,Distressed,316,101927.6,2,2,2,5,1,5,4,3,1,4,4,4,3,4,2,2,3,2,1,4,4,2,2,3,3,4,4,3,2,4,3,3,2,4,4,2,2,4,4,3,3,3,3,3,4,4,3,3,3,4,3,4,3,2,2,2,4,4,2,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,2,2,2,3,,,0,3,3,3,3,3,2,3,3,3,2,4,3,3,3,3,4,4,4,4,3,3,3,2,2,2,2,2,3,3,2,2,2
56,37.52205500000,-81.80428100000,24845,Ikes Fork,Wyoming,Distressed,390,95554.9,3,3,4,3,2,4,2,3,2,5,3,1,1,5,4,3,1,4,2,4,4,4,2,2,3,5,4,2,2,5,4,3,1,2,2,1,3,5,5,3,3,1,3,1,3,5,5,4,4,4,3,5,2,3,2,1,5,2,5,1,1,5,1,4,5,2,5,4,5,1,2,5,0,2,3,4,1,2,3,2,1,3,2,2,4,2,5,5,3,5,5,4,4,2,4,1,3,2,4,4,3,2,3,3,5,4,3,4,4,4,4,4,5,4,5
57,37.32177000000,-81.81628000000,24850,Jolo,McDowell,Distressed,409,117640.6,3,2,2,4,2,2,3,4,2,2,3,3,3,3,3,2,1,1,1,1,5,3,3,4,3,4,3,3,3,4,3,3,4,4,4,4,5,5,5,4,4,3,3,1,4,4,4,4,2,4,3,4,3,2,2,2,3,3,2,3,3,2,3,4,2,3,3,2,4,3,4,3,4,3,3,3,2,3,2,3,,,0,3,3,3,4,3,3,3,4,4,3,4,2,3,3,2,4,4,4,3,3,3,3,3,4,4,2,4,4,2,2,0,3
58,37.32177000000,-81.81628000000,24850,Jolo,McDowell,Distressed,409,117640.6,1,2,4,3,2,2,1,1,2,5,4,1,2,5,5,4,1,4,2,5,2,4,3,2,2,5,3,3,3,4,2,2,1,4,5,1,1,5,5,4,5,2,3,1,5,2,3,5,1,4,2,2,1,2,2,2,5,2,4,2,2,5,2,5,4,3,4,2,4,2,5,5,3,3,2,2,3,2,1,4,,,0,4,4,2,5,3,3,4,3,4,1,5,1,5,2,1,5,5,3,5,5,4,2,3,1,0,0,0,0,0,0,0,0
59,37.71094000000,-81.68891000000,24857,Lynco,Wyoming,Distressed,589,73365.6,3,2,3,4,2,4,3,2,3,4,3,1,3,3,3,2,1,4,3,4,4,2,2,3,3,3,2,3,2,4,2,4,1,1,2,2,4,3,4,3,3,4,3,5,2,2,4,3,2,4,3,2,2,2,2,2,4,2,4,2,2,2,2,2,5,4,4,2,4,2,4,3,3,4,2,2,3,3,2,5,,,0,4,3,3,2,2,3,4,4,4,4,3,4,2,4,2,4,3,2,2,1,1,3,2,4,4,4,4,3,2,2,3,2
60,37.66504900000,-81.60066000000,24860,Matheny,Wyoming,Distressed,417,78106.5,3,3,4,3,2,3,2,2,1,5,3,1,2,5,3,3,4,1,1,4,1,1,4,5,5,5,5,0,1,5,4,4,3,3,2,1,1,5,4,3,3,5,2,1,5,3,3,2,1,4,1,4,1,2,2,2,5,2,2,2,2,5,2,3,3,2,2,3,4,0,2,2,5,2,3,3,2,2,1,1,1,1,2,2,3,2,5,3,2,4,3,3,2,3,3,3,2,3,4,4,3,3,2,1,2,3,3,3,3,3,3,4,2,3,2
61,37.41494000000,-81.43559000000,24868,Northfork,McDowell,Distressed,522,106920.8,7,6,1,5,1,2,4,4,1,4,2,4,4,4,5,3,1,1,2,5,5,2,5,2,2,4,2,4,4,2,3,3,4,4,1,1,4,4,4,1,1,5,5,2,4,4,5,5,3,5,3,4,2,1,1,1,4,4,5,2,2,2,4,2,2,4,4,4,4,4,2,4,2,2,2,2,2,2,2,5,,,0,1,4,2,4,4,2,4,4,4,5,2,4,2,4,2,2,2,3,3,4,2,4,4,4,4,4,4,4,3,3,4,4
62,37.69065500000,-81.63171400000,24870,Oceana,Wyoming,Distressed,377,75294.7,8,3,2,5,1,1,5,5,1,1,1,5,5,0,2,1,1,3,2,4,5,5,5,1,1,2,1,1,1,4,1,1,5,5,5,1,5,3,3,1,1,4,5,5,5,1,5,5,2,5,5,5,5,2,2,1,3,3,3,1,3,5,3,4,2,2,5,4,3,0,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,5,3,4,1,5,1,4,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1
63,38.30479431150,-81.75769805910,24874,Pineville,Wyoming,Distressed,344,14967.4,3,3,2,4,2,3,3,4,4,4,3,3,3,4,5,4,2,4,1,4,1,4,4,1,2,1,2,4,4,1,3,3,4,4,4,2,2,3,2,3,3,4,4,3,4,4,4,4,2,4,3,1,3,1,2,0,2,3,3,2,3,4,5,4,5,3,3,4,4,5,1,3,2,1,1,2,1,2,3,3,,,0,1,3,2,3,3,2,3,3,2,2,4,3,4,3,1,5,4,4,4,4,3,3,1,2,0,0,0,0,0,0,0,0
64,37.58248900000,-81.54057300000,24874,Pineville,Wyoming,Distressed,398,87459.3,3,3,3,3,2,2,3,3,1,1,1,5,5,1,2,2,1,5,3,3,2,2,2,4,2,4,4,0,2,4,4,4,4,3,3,2,4,5,3,2,2,3,3,1,5,3,5,4,2,5,2,5,2,2,2,2,5,3,2,1,1,5,4,4,3,4,3,3,4,0,4,5,4,4,3,4,4,4,4,4,2,2,4,4,4,3,5,4,3,4,4,4,3,2,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,37.39559936520,-81.57569885250,24878,Premier,McDowell,Distressed,560,108034.2,3,3,1,4,2,1,4,3,1,3,1,5,5,4,4,4,2,2,1,5,2,4,4,2,3,2,2,3,4,4,2,4,4,5,4,1,2,3,3,1,1,4,4,1,5,4,4,5,2,4,4,4,2,2,2,1,2,4,4,1,2,4,4,5,4,3,4,5,4,4,4,3,2,1,1,1,1,2,1,1,,,0,1,1,1,5,1,1,5,4,4,4,2,5,2,5,2,2,2,4,4,2,2,4,4,4,5,5,4,5,3,2,5,4
66,37.30481000000,-81.67584000000,24892,War,McDowell,Distressed,418,118227.1,7,4,2,5,2,2,5,4,1,4,5,3,4,4,5,4,1,1,2,4,4,5,5,5,5,4,1,5,5,1,1,1,5,5,5,3,5,1,1,1,1,5,5,5,4,5,5,5,5,5,5,5,5,1,1,1,1,3,5,1,1,4,2,5,1,3,4,4,4,2,4,2,1,1,1,2,4,1,3,5,,,0,2,3,1,1,3,1,2,1,3,5,1,5,1,5,2,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,0,5
67,37.80772400000,-80.43079100000,24901,Lewisburg,Greenbrier,Transitional,666,120489.4,5,5,3,4,2,2,4,2,2,4,3,3,3,3,4,2,1,2,3,4,4,4,4,2,2,2,2,4,3,4,2,2,2,5,5,2,5,4,2,2,1,4,4,2,4,4,5,4,5,4,4,4,4,1,0,0,4,5,5,2,2,5,4,4,3,2,4,4,5,2,4,4,2,3,2,3,3,2,1,5,,,0,2,3,2,4,2,3,4,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,2,3,4,4,3,3,4,4,3
68,37.29420471190,-81.18319702150,24901,Lewisburg,Greenbrier,Transitional,785,124943.2,0,0,4,4,2,2,2,2,2,4,2,2,0,0,5,4,1,5,3,2,1,2,2,4,4,3,4,3,2,3,3,4,0,4,3,2,1,4,4,3,2,4,3,2,4,4,3,4,2,4,3,4,2,2,2,0,4,2,4,1,1,4,1,4,1,3,5,4,4,2,4,4,3,3,3,3,3,3,3,4,,,0,3,4,4,4,4,3,4,4,4,3,2,3,2,4,2,4,2,0,1,1,0,4,5,5,4,5,5,4,4,2,4,3
69,37.33430480960,-80.96260070800,24901,Lewisburg,Greenbrier,Transitional,521,128033.4,6,5,4,3,3,3,2,2,2,5,4,1,1,5,3,3,4,4,3,3,2,3,2,1,4,4,4,1,1,5,5,5,1,1,1,1,1,5,3,4,4,3,1,1,1,1,4,3,1,5,3,4,3,2,2,2,3,2,3,1,1,5,1,4,1,2,3,3,3,3,5,3,4,4,4,2,2,3,1,1,,,0,4,4,1,5,3,4,3,3,3,1,1,1,1,1,1,5,5,5,5,5,3,1,1,1,0,0,0,0,0,0,0,0
70,37.39100646970,-81.04170227050,24901,Lewisburg,Greenbrier,Transitional,772,119354.1,6,5,4,4,1,3,2,2,1,5,3,2,3,5,4,3,2,5,2,4,3,2,2,1,2,4,4,4,2,4,1,4,4,4,5,4,5,5,1,3,3,4,3,1,4,4,5,5,1,4,4,5,3,1,1,1,4,2,5,2,1,4,1,5,1,4,4,4,4,2,4,4,4,3,3,3,3,3,3,4,,,0,3,3,4,4,3,3,4,4,4,4,2,5,2,3,3,4,3,3,3,2,2,4,4,4,4,5,5,5,3,3,4,3
71,37.46839904790,-80.99739837650,24901,Lewisburg,Greenbrier,Transitional,889,113381.7,6,4,4,4,4,3,2,2,2,5,2,2,3,5,5,4,1,1,1,5,2,1,4,4,3,3,2,2,3,4,3,4,4,4,1,1,4,5,4,3,2,2,3,1,4,3,5,3,2,4,5,5,3,2,2,1,3,3,4,1,3,4,4,3,1,3,5,3,5,4,2,4,3,3,3,3,3,3,2,4,,,0,4,4,3,5,3,3,5,5,4,4,2,4,4,4,2,4,3,2,2,2,2,3,4,4,2,4,5,5,2,2,4,3
72,37.77998400000,-80.47059900000,24901,Lewisburg,Greenbrier,Transitional,668,119189.9,8,3,4,2,3,1,2,2,4,3,3,1,2,3,4,4,5,5,2,4,3,1,1,1,5,5,5,5,1,1,5,5,5,2,4,4,1,1,5,3,3,3,3,1,2,5,4,4,3,1,3,3,4,2,2,2,1,1,1,1,5,3,1,5,3,5,3,3,5,2,5,2,3,2,4,4,2,2,1,2,1,1,1,1,2,5,5,5,3,4,4,4,3,4,3,4,4,1,4,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0
73,37.79497400000,-80.44897900000,24901,Lewisburg,Greenbrier,Transitional,645,119879.8,5,3,4,4,2,4,2,2,2,5,3,1,3,5,4,3,3,3,2,4,3,2,2,4,4,4,4,2,2,4,4,4,4,4,4,1,1,5,3,4,4,3,2,1,2,2,4,3,2,4,2,4,1,2,2,2,4,2,2,2,4,4,2,4,4,2,2,2,5,2,4,2,4,4,4,4,4,4,3,4,,,0,4,4,5,5,4,4,5,5,5,2,2,2,4,2,2,4,4,3,2,2,2,2,3,2,2,2,4,4,2,2,4,2
74,37.79823000000,-80.43044800000,24901,Lewisburg,Greenbrier,Transitional,664,121068.4,6,6,4,2,2,4,2,2,1,5,2,2,3,4,3,3,4,1,2,4,3,2,2,2,2,4,4,2,2,4,4,4,2,2,2,2,4,5,4,3,3,4,3,2,2,2,4,4,2,4,2,4,2,2,2,2,4,2,2,2,4,4,2,2,4,4,2,2,4,2,4,2,4,3,3,2,4,3,1,4,,,0,4,4,4,4,4,3,4,4,4,2,4,2,2,2,2,4,5,2,4,2,2,4,4,4,3,2,3,2,2,2,2,2
75,37.80067100000,-80.44143000000,24901,Lewisburg,Greenbrier,Transitional,653,120104.8,3,4,4,1,4,5,1,1,3,5,5,1,3,5,5,3,5,1,1,3,2,1,1,5,5,5,5,1,1,5,5,5,1,1,1,1,1,5,4,3,3,1,3,1,3,1,5,1,1,5,2,5,1,2,1,2,4,3,1,1,1,3,3,4,3,5,1,3,5,1,5,3,3,1,1,3,1,1,1,1,,,0,2,1,1,5,3,1,5,5,4,3,3,4,2,4,2,3,3,3,3,3,3,4,4,4,3,2,3,5,3,3,3,4
76,37.85110473630,-80.44660186770,24901,Lewisburg,Greenbrier,Transitional,703,116838.4,3,1,4,3,3,3,4,4,2,3,2,3,3,3,4,4,1,5,2,1,1,3,2,3,4,3,4,2,2,4,4,4,3,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,4,3,2,2,2,4,3,3,3,3,4,3,4,3,3,3,3,2,3,3,3,4,3,3,3,3,3,1,3,,,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
77,37.86520385740,-81.19680023190,24901,Lewisburg,Greenbrier,Transitional,722,66465.9,3,4,4,3,3,3,3,3,2,4,3,3,3,3,3,3,4,0,1,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,3,4,3,2,2,2,4,4,4,3,3,3,3,3,3,3,4,3,4,4,3,3,3,2,2,2,2,2,2,5,,,0,2,3,2,2,2,2,3,2,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0
78,37.87649536130,-80.65869903560,24901,Lewisburg,Greenbrier,Transitional,760,99476.5,7,5,4,4,2,3,3,3,1,4,2,3,4,4,3,3,1,5,4,3,4,2,2,2,3,3,3,3,4,2,2,2,1,5,2,5,4,4,3,2,2,4,4,2,4,3,4,5,3,5,3,4,3,2,2,2,4,4,4,2,2,4,3,4,3,3,4,3,4,3,4,4,2,2,2,2,2,2,2,5,,,0,2,3,3,4,3,2,3,3,2,4,2,5,1,5,2,4,2,2,2,1,1,5,5,5,4,4,5,4,4,4,5,4
79,37.80067100000,-80.44143000000,24901,Lewisburg,Greenbrier,Transitional,653,120104.8,6,6,5,1,5,5,1,1,3,5,5,1,1,5,5,4,5,4,4,4,4,2,2,4,5,5,4,1,1,5,4,4,1,1,1,1,2,5,5,5,5,1,1,1,4,1,5,1,1,4,3,5,1,2,1,1,1,2,2,1,1,5,1,5,1,5,3,4,5,1,5,1,5,1,4,4,1,1,1,2,,,0,2,4,4,5,1,1,4,4,5,1,5,1,5,1,1,5,5,5,5,5,1,3,4,2,0,0,0,0,0,0,0,0
80,37.72623700000,-80.63643700000,24910,Alderson,Monroe,At_Risk,467,111078.1,8,2,2,3,3,2,4,4,1,3,2,3,4,3,4,3,0,4,0,4,4,1,1,4,4,4,4,1,2,5,4,4,1,3,2,1,3,5,4,4,3,4,2,1,3,1,3,4,4,4,3,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,37.73085300000,-80.64741900000,24910,Alderson,Monroe,At_Risk,490,110008.8,4,2,2,4,1,4,3,4,1,2,4,3,4,2,3,3,1,2,0,4,4,3,4,1,3,3,2,3,3,4,3,2,1,4,2,4,2,4,4,1,2,3,4,1,3,2,5,3,2,0,2,5,3,2,2,1,4,2,4,1,3,5,4,3,2,3,4,3,5,0,3,3,0,2,3,3,5,5,5,5,5,3,3,3,4,3,5,4,3,3,4,3,1,3,3,5,4,2,4,4,4,5,4,2,2,1,2,1,3,2,3,5,3,3,3
83,37.72603300000,-80.64192800000,24910,Alderson,Monroe,At_Risk,470,110723.9,3,3,4,4,2,4,3,3,2,4,3,2,2,3,3,3,1,2,3,5,4,3,4,2,2,3,2,3,4,2,2,2,3,4,3,4,1,5,3,4,4,3,2,1,3,3,3,3,2,4,3,4,3,2,2,2,4,3,3,2,3,2,3,3,2,3,4,3,4,3,4,3,5,3,3,3,2,2,3,3,,,0,3,4,3,4,3,3,4,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,3
84,37.85110473630,-80.44660186770,24910,Alderson,Monroe,At_Risk,703,116838.4,2,2,4,3,3,3,3,3,2,3,3,3,3,3,3,3,1,1,4,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,2,3,2,4,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,4,4,4,3,4,4,3,3,,,0,3,3,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
85,37.82300000000,-80.56010000000,24916,Asbury,Greenbrier,Transitional,647,109986.4,3,3,2,5,1,1,3,5,1,2,1,5,3,2,4,2,1,1,2,4,3,3,4,2,3,5,2,4,4,4,3,4,1,5,5,5,5,3,3,2,2,4,4,4,4,4,5,4,3,5,4,5,3,1,1,1,0,3,4,2,4,4,4,4,2,1,4,4,5,5,2,4,3,4,2,3,2,2,1,3,,,0,4,5,4,2,2,4,5,4,4,4,2,4,2,4,2,1,2,2,2,2,2,5,5,5,5,5,5,4,4,5,5,4
86,37.50071600000,-80.75909400000,24918,Ballard,Monroe,At_Risk,594,121789.4,3,0,4,2,3,4,2,2,3,4,4,3,2,3,5,3,1,5,2,3,2,1,1,2,4,5,5,2,1,5,5,5,3,4,5,3,3,5,5,4,4,1,2,1,5,2,5,4,1,5,3,5,2,2,2,2,4,2,4,1,1,5,1,4,2,1,5,4,5,1,5,5,4,3,3,3,4,4,4,4,3,3,5,3,4,3,4,3,3,4,4,4,4,2,4,2,4,2,2,1,1,1,1,1,5,4,4,4,4,4,4,4,4,3,4
87,37.78076900000,-80.39420300000,24925,Caldwell,Greenbrier,Transitional,530,124801.6,3,2,1,5,1,1,5,5,1,2,1,5,5,2,4,3,1,1,1,5,2,5,1,5,1,4,1,5,5,1,1,1,5,5,5,5,5,5,1,1,1,5,5,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,1,5,5,5,5,5,1,5,5,5,0,5,5,1,1,1,1,1,1,2,2,1,1,5,3,2,3,2,2,2,2,2,2,5,2,5,1,5,2,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5
88,37.78113700000,-80.39164700000,24925,Caldwell,Greenbrier,Transitional,519,124971.2,8,2,3,2,2,4,2,3,3,3,2,4,2,3,4,4,4,3,1,2,2,2,4,3,2,3,3,3,3,2,2,2,4,4,4,5,5,4,2,3,3,3,2,2,3,3,2,2,3,2,4,2,3,2,2,2,4,3,4,4,2,2,3,5,5,2,4,4,3,3,4,5,3,3,3,3,4,4,3,4,,,0,3,4,3,4,4,3,4,4,4,2,2,3,4,3,0,4,3,3,3,4,3,4,4,4,0,0,0,0,0,0,0,0
89,37.87480163570,-80.17089843750,24925,Caldwell,Greenbrier,Transitional,893,137305.8,8,3,4,3,2,3,3,2,2,4,3,3,3,4,4,4,1,1,1,5,3,3,5,1,1,4,1,5,5,1,1,1,3,5,2,2,2,5,4,2,3,3,3,1,4,4,4,4,4,4,3,3,3,1,1,1,1,5,5,1,1,4,4,4,4,2,4,4,4,4,2,4,3,2,2,2,2,2,2,4,,,0,3,3,3,4,3,3,4,4,4,3,3,4,2,4,2,3,4,4,4,2,2,5,4,4,4,4,4,4,4,4,4,4
90,37.39100646970,-81.04170227050,24925,Caldwell,Greenbrier,Transitional,772,119354.1,7,4,5,1,3,4,2,2,2,5,5,1,1,4,5,4,5,1,3,3,1,1,1,5,5,4,4,1,1,5,5,5,1,1,1,1,1,5,4,5,5,3,1,1,2,2,4,2,2,4,1,4,1,2,2,2,2,4,1,1,4,5,2,5,1,4,2,5,5,2,5,2,5,2,3,2,1,2,1,0,,,0,3,4,4,5,4,3,5,5,5,1,4,1,4,2,1,5,5,5,0,5,2,1,1,1,0,0,0,0,0,0,0,0
91,37.57932800000,-80.79675500000,24935,Forest Hill,Summers,Distressed,547,112875.0,4,0,4,3,4,4,3,3,3,5,2,1,3,5,4,3,4,2,1,4,3,1,1,4,4,4,5,1,1,5,5,5,1,2,2,1,5,5,4,3,2,3,3,1,5,3,5,5,2,5,3,4,2,2,2,2,3,2,2,1,4,5,2,4,1,2,3,3,4,1,4,3,0,3,2,4,2,3,2,4,3,4,5,3,5,3,4,3,4,4,3,4,4,2,3,2,5,2,5,1,1,1,1,1,5,4,4,4,4,5,3,3,2,4,3
92,37.92409100000,-80.36271700000,24938,Frankford,Greenbrier,Transitional,678,119686.0,7,6,3,4,1,2,3,2,1,3,1,3,1,3,3,2,1,4,3,3,0,1,3,3,3,4,1,1,1,2,2,2,2,2,4,3,2,2,2,1,1,1,1,4,3,4,5,5,3,5,3,5,3,0,1,1,4,3,4,1,1,5,2,5,2,5,3,5,4,0,3,2,6,3,1,3,1,1,3,1,5,4,5,1,4,2,2,3,1,4,3,3,5,1,3,1,1,2,2,1,1,1,1,1,5,5,5,5,5,5,5,3,3,5,4
94,37.56581000000,-80.38981000000,24941,Gap Mills,Monroe,At_Risk,733,139184.8,3,2,5,1,3,4,1,1,3,5,3,1,3,5,5,4,5,1,4,3,3,1,1,5,5,5,5,1,1,5,5,5,1,1,1,1,2,5,5,3,3,1,3,1,4,1,4,3,1,4,3,5,1,2,2,2,3,3,1,3,4,5,1,5,1,1,3,4,4,2,4,3,5,3,3,3,3,3,3,4,,,0,2,4,3,5,3,2,5,5,3,4,3,2,4,3,1,4,4,3,3,3,3,3,1,3,0,0,0,0,0,0,0,0
95,37.82678600000,-80.72091800000,24943,Grassy Meadows,Greenbrier,Transitional,742,98264.4,6,3,3,4,2,3,5,3,1,5,1,3,5,5,5,2,1,5,3,4,2,3,5,3,3,5,3,3,3,3,2,2,1,3,4,4,5,4,2,1,1,5,1,3,5,5,5,5,3,5,3,5,2,3,3,1,5,5,5,1,1,5,5,4,1,5,5,1,5,0,5,5,0,1,1,2,2,3,1,1,1,2,5,1,5,5,5,5,1,3,3,4,5,1,5,1,5,2,3,1,1,1,1,1,4,5,5,5,5,5,5,4,4,5,5
96,37.54414300000,-80.68484200000,24945,Greenville,Monroe,At_Risk,501,122224.0,4,4,3,2,3,2,4,2,1,4,2,2,5,2,4,3,1,3,4,2,1,2,4,4,4,4,1,1,4,4,1,2,1,1,1,2,1,4,2,1,2,5,4,2,2,2,4,4,1,4,2,4,2,2,2,1,5,2,5,1,4,4,2,4,2,2,4,4,4,2,5,5,0,4,3,4,3,4,2,4,,,0,4,4,4,4,4,4,4,4,4,4,2,2,2,4,2,4,5,3,3,2,2,3,4,4,4,3,3,2,4,2,3,2
97,37.54414300000,-80.68484200000,24945,Greenville,Monroe,At_Risk,501,122224.0,6,1,4,2,2,4,2,2,2,5,3,2,3,5,5,4,1,5,1,3,4,2,2,4,4,4,4,2,2,4,4,4,1,1,1,2,1,4,3,3,3,4,3,1,4,2,4,3,2,4,3,3,2,2,2,2,4,2,4,2,2,1,2,3,2,3,3,2,4,3,4,4,4,4,4,2,2,2,2,3,,,0,3,3,3,4,3,3,2,3,3,2,4,1,4,2,1,5,5,5,5,5,2,1,1,1,0,0,0,0,0,0,0,0
98,37.54436000000,-80.68176000000,24945,Greenville,Monroe,At_Risk,517,122385.5,5,1,4,3,3,4,2,2,3,5,3,3,4,4,4,3,3,5,2,3,1,1,2,2,4,4,4,2,2,4,5,5,1,1,1,1,5,4,3,3,2,5,4,1,3,3,4,4,3,3,3,5,3,2,2,2,3,2,4,2,3,5,2,4,2,3,4,3,3,3,3,4,3,3,2,3,4,4,4,4,,,0,3,4,3,4,4,3,3,4,4,4,2,4,2,2,2,2,2,2,2,2,2,4,5,5,4,4,4,4,3,4,4,3
99,37.45370900000,-80.66957100000,24951,Lindside,Monroe,At_Risk,614,130779.0,6,6,4,2,4,4,3,1,2,4,3,1,2,5,4,3,5,0,4,0,5,1,1,0,5,5,5,1,1,5,5,5,1,1,1,1,5,5,5,3,3,1,3,1,5,1,5,5,1,5,1,5,1,2,2,2,3,3,1,1,1,5,1,4,1,5,1,4,5,0,5,3,5,1,4,4,1,1,1,1,1,3,5,1,5,3,5,5,1,5,5,5,2,2,3,4,3,2,5,4,3,3,2,1,2,4,3,2,4,2,2,2,2,2,3
